X,Y,Z,LAI
-3.75595237982661,40.5833333336046,0,1.16666663
-3.7529761893508,40.5833333336046,0,1.06666672
-3.749999998875,40.5833333336046,0,1.03333330
-3.74702380839919,40.5833333336046,0,1.03333330
-3.74404761792338,40.5833333336046,0,0.89999998
-3.74107142744758,40.5833333336046,0,0.89999998
-3.73809523697177,40.5833333336046,0,0.96666664
-3.73511904649596,40.5833333336046,0,0.93333334
-3.73214285602016,40.5833333336046,0,0.93333334
-3.72916666554435,40.5833333336046,0,0.96666664
-3.72619047506854,40.5833333336046,0,1.06666672
-3.7083333322137,40.5833333336046,0,1.20000005
-3.7053571417379,40.5833333336046,0,1.29999995
-3.70238095126209,40.5833333336046,0,1.46666670
-3.69940476078628,40.5833333336046,0,1.39999998
-3.69642857031048,40.5833333336046,0,1.33333337
-3.69345237983467,40.5833333336046,0,1.26666665
-3.69047618935886,40.5833333336046,0,1.10000002
-3.68749999888306,40.5833333336046,0,0.93333334
-3.65178571317338,40.5833333336046,0,1.13333333
-3.64880952269757,40.5833333336046,0,1.29999995
-3.64583333222177,40.5833333336046,0,1.39999998
-3.64285714174596,40.5833333336046,0,1.36666667
-3.63988095127015,40.5833333336046,0,1.23333335
-3.63690476079435,40.5833333336046,0,0.50000000
-3.63392857031854,40.5833333336046,0,0.69999999
-3.63095237984273,40.5833333336046,0,0.93333334
-3.62797618936693,40.5833333336046,0,1.13333333
-3.62499999889112,40.5833333336046,0,1.10000002
-3.62202380841531,40.5833333336046,0,1.00000000
-3.61904761793951,40.5833333336046,0,0.89999998
-3.6160714274637,40.5833333336046,0,0.76666665
-3.61309523698789,40.5833333336046,0,0.86666667
-3.88392857028629,40.5803571431227,0,1.06666672
-3.88095237981048,40.5803571431227,0,1.20000005
-3.87797618933468,40.5803571431227,0,1.23333335
-3.87499999885887,40.5803571431227,0,1.26666665
-3.87202380838306,40.5803571431227,0,1.29999995
-3.86904761790726,40.5803571431227,0,1.26666665
-3.86607142743145,40.5803571431227,0,1.23333335
-3.86309523695564,40.5803571431227,0,1.26666665
-3.86011904647984,40.5803571431227,0,1.36666667
-3.85714285600403,40.5803571431227,0,1.33333337
-3.85416666552822,40.5803571431227,0,1.23333335
-3.85119047505242,40.5803571431227,0,1.16666663
-3.84821428457661,40.5803571431227,0,1.10000002
-3.84523809410081,40.5803571431227,0,1.10000002
-3.842261903625,40.5803571431227,0,1.10000002
-3.83928571314919,40.5803571431227,0,1.33333337
-3.83630952267339,40.5803571431227,0,1.46666670
-3.83333333219758,40.5803571431227,0,1.36666667
-3.83035714172177,40.5803571431227,0,1.20000005
-3.82738095124597,40.5803571431227,0,1.16666663
-3.82440476077016,40.5803571431227,0,1.26666665
-3.82142857029435,40.5803571431227,0,1.29999995
-3.81845237981855,40.5803571431227,0,1.26666665
-3.81547618934274,40.5803571431227,0,1.29999995
-3.81249999886693,40.5803571431227,0,1.39999998
-3.80952380839113,40.5803571431227,0,1.36666667
-3.80654761791532,40.5803571431227,0,1.23333335
-3.80357142743951,40.5803571431227,0,1.20000005
-3.80059523696371,40.5803571431227,0,1.10000002
-3.7976190464879,40.5803571431227,0,0.89999998
-3.79166666553629,40.5803571431227,0,0.83333331
-3.78869047506048,40.5803571431227,0,0.93333334
-3.78571428458467,40.5803571431227,0,1.06666672
-3.78273809410887,40.5803571431227,0,1.13333333
-3.77976190363306,40.5803571431227,0,1.03333330
-3.77678571315725,40.5803571431227,0,1.16666663
-3.77380952268145,40.5803571431227,0,1.29999995
-3.77083333220564,40.5803571431227,0,1.33333337
-3.76785714172983,40.5803571431227,0,1.23333335
-3.76488095125403,40.5803571431227,0,1.16666663
-3.76190476077822,40.5803571431227,0,1.13333333
-3.75892857030242,40.5803571431227,0,1.06666672
-3.75595237982661,40.5803571431227,0,1.10000002
-3.7529761893508,40.5803571431227,0,1.13333333
-3.749999998875,40.5803571431227,0,1.06666672
-3.74702380839919,40.5803571431227,0,0.93333334
-3.74404761792338,40.5803571431227,0,0.89999998
-3.74107142744758,40.5803571431227,0,1.00000000
-3.73809523697177,40.5803571431227,0,1.06666672
-3.73511904649596,40.5803571431227,0,1.06666672
-3.73214285602016,40.5803571431227,0,1.03333330
-3.72916666554435,40.5803571431227,0,1.16666663
-3.72619047506854,40.5803571431227,0,1.20000005
-3.72321428459274,40.5803571431227,0,1.06666672
-3.72023809411693,40.5803571431227,0,1.03333330
-3.71726190364112,40.5803571431227,0,0.96666664
-3.71428571316532,40.5803571431227,0,1.00000000
-3.71130952268951,40.5803571431227,0,0.96666664
-3.7083333322137,40.5803571431227,0,1.10000002
-3.7053571417379,40.5803571431227,0,1.26666665
-3.70238095126209,40.5803571431227,0,1.43333328
-3.69940476078628,40.5803571431227,0,1.39999998
-3.69642857031048,40.5803571431227,0,1.26666665
-3.69345237983467,40.5803571431227,0,1.13333333
-3.64880952269757,40.5803571431227,0,1.16666663
-3.64583333222177,40.5803571431227,0,1.36666667
-3.64285714174596,40.5803571431227,0,1.43333328
-3.63988095127015,40.5803571431227,0,1.13333333
-3.63690476079435,40.5803571431227,0,0.60000002
-3.63392857031854,40.5803571431227,0,0.76666665
-3.63095237984273,40.5803571431227,0,1.13333333
-3.62797618936693,40.5803571431227,0,1.23333335
-3.62499999889112,40.5803571431227,0,1.20000005
-3.62202380841531,40.5803571431227,0,1.10000002
-3.61904761793951,40.5803571431227,0,0.93333334
-3.88392857028629,40.5773809526409,0,1.20000005
-3.88095237981048,40.5773809526409,0,1.29999995
-3.87797618933468,40.5773809526409,0,1.33333337
-3.87499999885887,40.5773809526409,0,1.33333337
-3.87202380838306,40.5773809526409,0,1.29999995
-3.86904761790726,40.5773809526409,0,1.26666665
-3.86607142743145,40.5773809526409,0,1.20000005
-3.86309523695564,40.5773809526409,0,1.23333335
-3.86011904647984,40.5773809526409,0,1.20000005
-3.85714285600403,40.5773809526409,0,1.23333335
-3.85416666552822,40.5773809526409,0,1.23333335
-3.85119047505242,40.5773809526409,0,1.20000005
-3.84821428457661,40.5773809526409,0,1.23333335
-3.84523809410081,40.5773809526409,0,1.16666663
-3.842261903625,40.5773809526409,0,1.16666663
-3.83928571314919,40.5773809526409,0,1.29999995
-3.83630952267339,40.5773809526409,0,1.36666667
-3.83333333219758,40.5773809526409,0,1.29999995
-3.83035714172177,40.5773809526409,0,1.20000005
-3.82738095124597,40.5773809526409,0,1.20000005
-3.82440476077016,40.5773809526409,0,1.29999995
-3.82142857029435,40.5773809526409,0,1.33333337
-3.81845237981855,40.5773809526409,0,1.36666667
-3.81547618934274,40.5773809526409,0,1.36666667
-3.81249999886693,40.5773809526409,0,1.33333337
-3.80952380839113,40.5773809526409,0,1.26666665
-3.80654761791532,40.5773809526409,0,1.13333333
-3.80357142743951,40.5773809526409,0,1.13333333
-3.80059523696371,40.5773809526409,0,1.13333333
-3.7976190464879,40.5773809526409,0,1.03333330
-3.79464285601209,40.5773809526409,0,0.86666667
-3.79166666553629,40.5773809526409,0,0.83333331
-3.78869047506048,40.5773809526409,0,0.89999998
-3.78571428458467,40.5773809526409,0,1.00000000
-3.78273809410887,40.5773809526409,0,1.10000002
-3.77976190363306,40.5773809526409,0,1.03333330
-3.77678571315725,40.5773809526409,0,1.10000002
-3.77380952268145,40.5773809526409,0,1.20000005
-3.77083333220564,40.5773809526409,0,1.23333335
-3.76785714172983,40.5773809526409,0,1.23333335
-3.76488095125403,40.5773809526409,0,1.16666663
-3.76190476077822,40.5773809526409,0,1.10000002
-3.75892857030242,40.5773809526409,0,1.06666672
-3.75595237982661,40.5773809526409,0,1.06666672
-3.7529761893508,40.5773809526409,0,1.03333330
-3.749999998875,40.5773809526409,0,0.93333334
-3.74702380839919,40.5773809526409,0,0.86666667
-3.74404761792338,40.5773809526409,0,0.93333334
-3.74107142744758,40.5773809526409,0,1.10000002
-3.73809523697177,40.5773809526409,0,1.16666663
-3.73511904649596,40.5773809526409,0,1.16666663
-3.73214285602016,40.5773809526409,0,1.03333330
-3.72916666554435,40.5773809526409,0,1.10000002
-3.72619047506854,40.5773809526409,0,1.20000005
-3.72321428459274,40.5773809526409,0,1.26666665
-3.72023809411693,40.5773809526409,0,1.23333335
-3.71726190364112,40.5773809526409,0,1.06666672
-3.71428571316532,40.5773809526409,0,1.06666672
-3.71130952268951,40.5773809526409,0,0.96666664
-3.7083333322137,40.5773809526409,0,1.00000000
-3.7053571417379,40.5773809526409,0,1.06666672
-3.70238095126209,40.5773809526409,0,1.10000002
-3.69940476078628,40.5773809526409,0,1.03333330
-3.64880952269757,40.5773809526409,0,1.03333330
-3.64583333222177,40.5773809526409,0,1.26666665
-3.64285714174596,40.5773809526409,0,1.36666667
-3.63988095127015,40.5773809526409,0,1.23333335
-3.63690476079435,40.5773809526409,0,0.96666664
-3.63392857031854,40.5773809526409,0,0.46666667
-3.63095237984273,40.5773809526409,0,1.10000002
-3.62797618936693,40.5773809526409,0,1.36666667
-3.62499999889112,40.5773809526409,0,1.29999995
-3.62202380841531,40.5773809526409,0,1.13333333
-3.88392857028629,40.5744047621591,0,1.29999995
-3.88095237981048,40.5744047621591,0,1.46666670
-3.87797618933468,40.5744047621591,0,1.43333328
-3.87499999885887,40.5744047621591,0,1.33333337
-3.87202380838306,40.5744047621591,0,1.33333337
-3.86904761790726,40.5744047621591,0,1.29999995
-3.86607142743145,40.5744047621591,0,1.26666665
-3.86309523695564,40.5744047621591,0,1.33333337
-3.86011904647984,40.5744047621591,0,1.26666665
-3.85714285600403,40.5744047621591,0,1.26666665
-3.85416666552822,40.5744047621591,0,1.23333335
-3.85119047505242,40.5744047621591,0,1.20000005
-3.84821428457661,40.5744047621591,0,1.20000005
-3.84523809410081,40.5744047621591,0,1.20000005
-3.842261903625,40.5744047621591,0,1.10000002
-3.83928571314919,40.5744047621591,0,1.10000002
-3.83630952267339,40.5744047621591,0,1.26666665
-3.83333333219758,40.5744047621591,0,1.26666665
-3.83035714172177,40.5744047621591,0,1.29999995
-3.82738095124597,40.5744047621591,0,1.29999995
-3.82440476077016,40.5744047621591,0,1.33333337
-3.82142857029435,40.5744047621591,0,1.39999998
-3.81845237981855,40.5744047621591,0,1.43333328
-3.81547618934274,40.5744047621591,0,1.43333328
-3.81249999886693,40.5744047621591,0,1.46666670
-3.80952380839113,40.5744047621591,0,1.39999998
-3.80654761791532,40.5744047621591,0,1.23333335
-3.80357142743951,40.5744047621591,0,1.06666672
-3.80059523696371,40.5744047621591,0,1.10000002
-3.7976190464879,40.5744047621591,0,1.10000002
-3.79464285601209,40.5744047621591,0,0.96666664
-3.79166666553629,40.5744047621591,0,0.86666667
-3.78869047506048,40.5744047621591,0,0.89999998
-3.78571428458467,40.5744047621591,0,1.10000002
-3.78273809410887,40.5744047621591,0,1.13333333
-3.77976190363306,40.5744047621591,0,1.13333333
-3.77678571315725,40.5744047621591,0,1.23333335
-3.77380952268145,40.5744047621591,0,1.23333335
-3.77083333220564,40.5744047621591,0,1.23333335
-3.76785714172983,40.5744047621591,0,1.26666665
-3.76488095125403,40.5744047621591,0,1.23333335
-3.76190476077822,40.5744047621591,0,1.13333333
-3.75892857030242,40.5744047621591,0,1.10000002
-3.75595237982661,40.5744047621591,0,1.06666672
-3.7529761893508,40.5744047621591,0,0.93333334
-3.749999998875,40.5744047621591,0,0.89999998
-3.74702380839919,40.5744047621591,0,0.93333334
-3.74404761792338,40.5744047621591,0,1.03333330
-3.74107142744758,40.5744047621591,0,1.16666663
-3.73809523697177,40.5744047621591,0,1.20000005
-3.73511904649596,40.5744047621591,0,1.20000005
-3.73214285602016,40.5744047621591,0,1.16666663
-3.72916666554435,40.5744047621591,0,1.13333333
-3.72619047506854,40.5744047621591,0,1.23333335
-3.72321428459274,40.5744047621591,0,1.29999995
-3.72023809411693,40.5744047621591,0,1.29999995
-3.71726190364112,40.5744047621591,0,1.16666663
-3.71428571316532,40.5744047621591,0,1.06666672
-3.71130952268951,40.5744047621591,0,0.93333334
-3.7083333322137,40.5744047621591,0,1.06666672
-3.7053571417379,40.5744047621591,0,1.26666665
-3.70238095126209,40.5744047621591,0,1.26666665
-3.69940476078628,40.5744047621591,0,1.20000005
-3.69642857031048,40.5744047621591,0,1.13333333
-3.63095237984273,40.5744047621591,0,0.96666664
-3.62797618936693,40.5744047621591,0,1.20000005
-3.62499999889112,40.5744047621591,0,1.16666663
-3.8869047607621,40.5714285716773,0,1.06666672
-3.88392857028629,40.5714285716773,0,1.16666663
-3.88095237981048,40.5714285716773,0,1.36666667
-3.87797618933468,40.5714285716773,0,1.39999998
-3.87499999885887,40.5714285716773,0,1.33333337
-3.87202380838306,40.5714285716773,0,1.26666665
-3.86904761790726,40.5714285716773,0,1.29999995
-3.86607142743145,40.5714285716773,0,1.33333337
-3.86309523695564,40.5714285716773,0,1.36666667
-3.86011904647984,40.5714285716773,0,1.33333337
-3.85714285600403,40.5714285716773,0,1.33333337
-3.85416666552822,40.5714285716773,0,1.33333337
-3.85119047505242,40.5714285716773,0,1.26666665
-3.84821428457661,40.5714285716773,0,1.16666663
-3.84523809410081,40.5714285716773,0,1.13333333
-3.842261903625,40.5714285716773,0,1.03333330
-3.83928571314919,40.5714285716773,0,1.06666672
-3.83630952267339,40.5714285716773,0,1.23333335
-3.83333333219758,40.5714285716773,0,1.33333337
-3.83035714172177,40.5714285716773,0,1.36666667
-3.82738095124597,40.5714285716773,0,1.29999995
-3.82440476077016,40.5714285716773,0,1.36666667
-3.82142857029435,40.5714285716773,0,1.33333337
-3.81845237981855,40.5714285716773,0,1.39999998
-3.81547618934274,40.5714285716773,0,1.36666667
-3.81249999886693,40.5714285716773,0,1.39999998
-3.80952380839113,40.5714285716773,0,1.33333337
-3.80654761791532,40.5714285716773,0,1.23333335
-3.80357142743951,40.5714285716773,0,1.13333333
-3.80059523696371,40.5714285716773,0,1.06666672
-3.7976190464879,40.5714285716773,0,1.20000005
-3.78571428458467,40.5714285716773,0,1.03333330
-3.78273809410887,40.5714285716773,0,1.13333333
-3.77976190363306,40.5714285716773,0,1.13333333
-3.77678571315725,40.5714285716773,0,1.23333335
-3.77380952268145,40.5714285716773,0,1.26666665
-3.77083333220564,40.5714285716773,0,1.23333335
-3.76785714172983,40.5714285716773,0,1.23333335
-3.76488095125403,40.5714285716773,0,1.23333335
-3.76190476077822,40.5714285716773,0,1.13333333
-3.75892857030242,40.5714285716773,0,1.10000002
-3.75595237982661,40.5714285716773,0,1.03333330
-3.7529761893508,40.5714285716773,0,0.89999998
-3.749999998875,40.5714285716773,0,0.93333334
-3.74702380839919,40.5714285716773,0,0.96666664
-3.74404761792338,40.5714285716773,0,1.03333330
-3.74107142744758,40.5714285716773,0,1.03333330
-3.73809523697177,40.5714285716773,0,1.06666672
-3.73511904649596,40.5714285716773,0,1.10000002
-3.73214285602016,40.5714285716773,0,1.20000005
-3.72916666554435,40.5714285716773,0,1.23333335
-3.72619047506854,40.5714285716773,0,1.29999995
-3.72321428459274,40.5714285716773,0,1.33333337
-3.72023809411693,40.5714285716773,0,1.26666665
-3.71726190364112,40.5714285716773,0,1.23333335
-3.71428571316532,40.5714285716773,0,1.06666672
-3.71130952268951,40.5714285716773,0,0.96666664
-3.7083333322137,40.5714285716773,0,1.13333333
-3.7053571417379,40.5714285716773,0,1.29999995
-3.70238095126209,40.5714285716773,0,1.29999995
-3.69940476078628,40.5714285716773,0,1.33333337
-3.69642857031048,40.5714285716773,0,1.33333337
-3.69345237983467,40.5714285716773,0,1.03333330
-3.8869047607621,40.5684523811955,0,1.13333333
-3.88392857028629,40.5684523811955,0,1.26666665
-3.88095237981048,40.5684523811955,0,1.43333328
-3.87797618933468,40.5684523811955,0,1.46666670
-3.87499999885887,40.5684523811955,0,1.43333328
-3.87202380838306,40.5684523811955,0,1.36666667
-3.86904761790726,40.5684523811955,0,1.29999995
-3.86607142743145,40.5684523811955,0,1.33333337
-3.86309523695564,40.5684523811955,0,1.33333337
-3.86011904647984,40.5684523811955,0,1.33333337
-3.85714285600403,40.5684523811955,0,1.33333337
-3.85416666552822,40.5684523811955,0,1.26666665
-3.85119047505242,40.5684523811955,0,1.20000005
-3.84821428457661,40.5684523811955,0,1.20000005
-3.84523809410081,40.5684523811955,0,1.16666663
-3.842261903625,40.5684523811955,0,1.06666672
-3.83928571314919,40.5684523811955,0,1.03333330
-3.83630952267339,40.5684523811955,0,1.00000000
-3.83333333219758,40.5684523811955,0,1.16666663
-3.83035714172177,40.5684523811955,0,1.26666665
-3.82738095124597,40.5684523811955,0,1.26666665
-3.82440476077016,40.5684523811955,0,1.26666665
-3.82142857029435,40.5684523811955,0,1.26666665
-3.81845237981855,40.5684523811955,0,1.26666665
-3.81547618934274,40.5684523811955,0,1.29999995
-3.81249999886693,40.5684523811955,0,1.29999995
-3.80952380839113,40.5684523811955,0,1.23333335
-3.80654761791532,40.5684523811955,0,1.10000002
-3.80357142743951,40.5684523811955,0,1.03333330
-3.80059523696371,40.5684523811955,0,1.03333330
-3.7976190464879,40.5684523811955,0,1.06666672
-3.78273809410887,40.5684523811955,0,1.20000005
-3.77976190363306,40.5684523811955,0,1.16666663
-3.77678571315725,40.5684523811955,0,1.26666665
-3.77380952268145,40.5684523811955,0,1.26666665
-3.77083333220564,40.5684523811955,0,1.23333335
-3.76785714172983,40.5684523811955,0,1.20000005
-3.76488095125403,40.5684523811955,0,1.20000005
-3.76190476077822,40.5684523811955,0,1.20000005
-3.75892857030242,40.5684523811955,0,1.13333333
-3.75595237982661,40.5684523811955,0,1.03333330
-3.7529761893508,40.5684523811955,0,1.03333330
-3.749999998875,40.5684523811955,0,1.03333330
-3.74702380839919,40.5684523811955,0,0.93333334
-3.74404761792338,40.5684523811955,0,0.93333334
-3.74107142744758,40.5684523811955,0,0.96666664
-3.73809523697177,40.5684523811955,0,1.00000000
-3.73511904649596,40.5684523811955,0,1.00000000
-3.73214285602016,40.5684523811955,0,1.00000000
-3.72916666554435,40.5684523811955,0,1.10000002
-3.72619047506854,40.5684523811955,0,1.20000005
-3.72321428459274,40.5684523811955,0,1.23333335
-3.72023809411693,40.5684523811955,0,1.23333335
-3.71726190364112,40.5684523811955,0,1.16666663
-3.71428571316532,40.5684523811955,0,1.06666672
-3.71130952268951,40.5684523811955,0,1.03333330
-3.7083333322137,40.5684523811955,0,1.03333330
-3.7053571417379,40.5684523811955,0,1.00000000
-3.70238095126209,40.5684523811955,0,0.89999998
-3.69940476078628,40.5684523811955,0,0.83333331
-3.69642857031048,40.5684523811955,0,0.86666667
-3.69345237983467,40.5684523811955,0,0.86666667
-3.69047618935886,40.5684523811955,0,1.03333330
-3.88392857028629,40.5654761907137,0,1.23333335
-3.88095237981048,40.5654761907137,0,1.33333337
-3.87797618933468,40.5654761907137,0,1.33333337
-3.87499999885887,40.5654761907137,0,1.46666670
-3.87202380838306,40.5654761907137,0,1.50000000
-3.86904761790726,40.5654761907137,0,1.36666667
-3.86607142743145,40.5654761907137,0,1.39999998
-3.86309523695564,40.5654761907137,0,1.43333328
-3.86011904647984,40.5654761907137,0,1.43333328
-3.85714285600403,40.5654761907137,0,1.36666667
